@evid          Date(GMT)   Origin_Time(GMT)  ID_No.  Country  Region        Source  Lat         Long          mb    Ms   Depth(km)  Yield_lower  Yield_upper  Purpose    Type      Name                                Footnote_Available?  fsu  llnl  lasa
196112221630  1961-12-22  163000.13         61071   USA      NTS           DOE     37.194884   -116.209161   3.5   0    0.25       0.15         0.15         WR         TUNNEL    FEATHER                             F                    Na   Na    Na
196201091630  1962-01-09  163000.14         62001   USA      NTS           UGS     37.044592   -116.035932   0     0    0          5.1          5.1          WR         SHAFT     STOAT                               Na                   Na   Na    Na
196201181800  1962-01-18  180000.13         62002   USA      NTS           UGS     37.047200   -116.035232   0     0    0          6.4          6.4          WR         SHAFT     AGOUTI                              Na                   Na   Na    Na
196201301800  1962-01-30  180000.13         62003   USA      NTS           DOE     37.046799   -116.040351   0     0    0          0            20           WR         SHAFT     DORMOUSE                            Na                   Na   Na    Na
196202020759  1962-02-02  075957.8          62004   USSR     SEMI_KAZAKH   UGS     49.7        78.1          0     0    0          0.001        20           WE         TUNNEL    unkn                                Na                   fsu  Na    Na
196202081800  1962-02-08  180000.16         62005   USA      NTS           DOE     37.127202   -116.053524   4.3   0    0.2        3.07         3.07         WR         SHAFT     STILLWATER                          Na                   Na   Na    Na
196202091630  1962-02-09  163000.13         62006   USA      NTS           DOE     37.043530   -116.039826   0     0    0.25       7.1          7.1          WR         SHAFT     ARMADILLO                           Na                   Na   Na    Na
196202151800  1962-02-15  180000.10         62007   USA      NTS           DOE     37.226214   -116.060187   4.9   0    0.3        5.7          5.7          WE         SHAFT     HARDHAT                             Na                   Na   Na    Na
196202191630  1962-02-19  163000.13         62008   USA      NTS           DOE     37.049006   -116.030398   3.9   0    0.15       1.9          1.9          WR         SHAFT     CHINCHILLA                          Na                   Na   Na    Na
196202191750  1962-02-19  175000.16         62009   USA      NTS           DOE     37.127406   -116.037989   0     0    0          0            20           WR         SHAFT     CODSAW                              Na                   Na   Na    Na
196202231800  1962-02-23  180000.16         62010   USA      NTS           DOE     37.128808   -116.049178   0     0    0          11.9         11.9         WR         SHAFT     CIMARRON                            Na                   Na   Na    Na
196202241630  1962-02-24  163000.13         62011   USA      NTS           DOE     37.048288   -116.032772   0     0    0          0            20           WR         SHAFT     PLATYPUS                            Na                   Na   Na    Na
196203011910  1962-03-01  191000.09         62012   UK       NTS           DOE     37.041217   -116.029549   0     0    0          9.5          9.5          WR         SHAFT     PAMPAS                              F                    Na   Na    Na
196203051815  1962-03-05  181500.12         62013   USA      NTS           DOE     37.111003   -116.365835   4.3   0    0.03       0.43         0.43         WE         CRATER    DANNY_BOY                           Na                   Na   Na    Na
196203061630  1962-03-06  163000.13         62014   USA      NTS           DOE     37.048350   -116.034526   0     0    0          0            20           SE         SHAFT     ERMINE                              Na                   Na   Na    Na
196203081800  1962-03-08  180000.21         62015   USA      NTS           DOE     37.122117   -116.049750   0     0    0          8.4          8.4          WR         SHAFT     BRAZOS                              Na                   Na   Na    Na
196203151630  1962-03-15  163000.13         62016   USA      NTS           DOE     37.043914   -116.031904   0     0    0          0            20           WR         SHAFT     HOGNOSE                             Na                   Na   Na    Na
196203281800  1962-03-28  180000.16         62017   USA      NTS           DOE     37.124271   -116.034746   0     0    0          3.4          3.4          WR         SHAFT     HOOSIC                              Na                   Na   Na    Na
196203311800  1962-03-31  180000.13         62018   USA      NTS           DOE     37.046862   -116.037770   4.3   0    0.15       0            20           WR         SHAFT     CHINCHILLA_II                       Na                   Na   Na    Na
196204051800  1962-04-05  180000.13         62019   USA      NTS           DOE     37.044458   -116.024402   0     0    0          10.6         10.6         WR         SHAFT     DORMOUSE_PRIME                      Na                   Na   Na    Na
196204061800  1962-04-06  180000.16         62020   USA      NTS           DOE     37.117628   -116.044882   0     0    0          0            20           WR         SHAFT     PASSAIC                             Na                   Na   Na    Na
196204121800  1962-04-12  180000.16         62021   USA      NTS           DOE     37.127131   -116.045737   0     0    0          0            20           WR         SHAFT     HUDSON                              Na                   Na   Na    Na
196204141800  1962-04-14  180000.13         62022   USA      NTS           DOE     37.221976   -116.158313   4.6   0    0.2        1.85         1.85         WR         TUNNEL    PLATTE                              Na                   Na   Na    Na
196204211840  1962-04-21  184000.16         62023   USA      NTS           DOE     37.118958   -116.032393   0     0    0          0            20           WR         SHAFT     DEAD                                F                    Na   Na    Na
196204251546  1962-04-25  154600.00         62024   USA      CHRISTMAS_IS  DOE     1.565000    -157.365000   0     0    0          190          190          WR         AIRDROP   ADOBE                               Na                   Na   Na    Na
196204271602  1962-04-27  160200.00         62025   USA      CHRISTMAS_IS  DOE     1.565000    -157.365000   0     0    0          410          410          WR         AIRDROP   AZTEC                               Na                   Na   Na    Na
196204271800  1962-04-27  180000.16         62026   USA      NTS           DOE     37.118411   -116.038640   0     0    0          0            20           WR         SHAFT     BLACK                               Na                   Na   Na    Na
196205010959  1962-05-01  095957.1          62027   FRANCE   IN_ECKER_ALG  UGS     23.8        5.4           0     0    0          20           150          WR         GALLERY   BERYL                               F                    fsu  Na    Na
196205021801  1962-05-02  180100.00         62028   USA      CHRISTMAS_IS  DOE     1.500000    -157.277000   0     0    0          1090         1090         WR         AIRDROP   ARKANSAS                            Na                   Na   Na    Na
196205041904  1962-05-04  190400.00         62029   USA      CHRISTMAS_IS  DOE     1.565000    -157.365000   0     0    0          670          670          WR         AIRDROP   QUESTA                              Na                   Na   Na    Na
196205062330  1962-05-06  233000.00         62030   USA      PACIFIC       DOE     4.833333    -149.416667   0     0    0          0            0            WR         ROCKET    FRIGATE_BIRD                        Na                   Na   Na    Na
196205071933  1962-05-07  193300.14         62031   USA      NTS           UGS     37.046518   -116.025875   0     0    0          0            20           WR         SHAFT     PACA                                Na                   Na   Na    Na
196205081801  1962-05-08  180100.00         62032   USA      CHRISTMAS_IS  DOE     1.565000    -157.365000   0     0    0          100          100          WR         AIRDROP   YUKON                               Na                   Na   Na    Na
196205091701  1962-05-09  170100.00         62033   USA      CHRISTMAS_IS  DOE     1.565000    -157.365000   0     0    0          100          100          WR         AIRDROP   MESILLA                             Na                   Na   Na    Na
196205101500  1962-05-10  150000.16         62034   USA      NTS           DOE     37.127539   -116.049168   0     0    0          0            20           WR         SHAFT     ARIKAREE                            Na                   Na   Na    Na
196205111537  1962-05-11  153700.00         62035   USA      CHRISTMAS_IS  DOE     1.565000    -157.365000   0     0    0          50           50           WR         AIRDROP   MUSKEGON                            Na                   Na   Na    Na
196205112002  1962-05-11  200200.00         62036   USA      PACIFIC       DOE     31.233333   -124.216667   0     0    0          0            20           WE         UW        SWORDFISH                           Na                   Na   Na    Na
196205121702  1962-05-12  170200.00         62037   USA      CHRISTMAS_IS  DOE     1.565000    -157.365000   0     0    0          500          500          WR         AIRDROP   ENCINO                              Na                   Na   Na    Na
196205121900  1962-05-12  190000.10         62038   USA      NTS           UGS     37.065145   -116.031247   0     0    0          40           40           WR         SHAFT     AARDVARK                            Na                   Na   Na    Na
196205141521  1962-05-14  152100.00         62039   USA      CHRISTMAS_IS  DOE     1.570000    -157.365000   0     0    0          97           97           WR         AIRDROP   SWANEE                              Na                   Na   Na    Na
196205191500  1962-05-19  150000.16         62040   USA      NTS           UGS     37.122589   -116.048079   0     0    0          4.5          4.5          WR         SHAFT     EEL                                 F                    Na   Na    Na
196205191536  1962-05-19  153600.00         62041   USA      CHRISTMAS_IS  DOE     1.565000    -157.365000   0     0    0          73           73           WR         AIRDROP   CHETCO                              Na                   Na   Na    Na
196205251500  1962-05-25  150000.15         62042   USA      NTS           UGS     37.124812   -116.052860   0     0    0          0            20           WR         SHAFT     WHITE                               Na                   Na   Na    Na
196205251608  1962-05-25  160800.00         62043   USA      CHRISTMAS_IS  DOE     1.550000    -157.350000   0     0    0          2.6          2.6          WR         AIRDROP   TANANA                              Na                   Na   Na    Na
196205271702  1962-05-27  170200.00         62044   USA      CHRISTMAS_IS  DOE     1.550000    -157.350000   0     0    0          43           43           WR         AIRDROP   NAMBE                               Na                   Na   Na    Na
196206011700  1962-06-01  170000.14         62045   USA      NTS           DOE     37.045566   -116.035331   0     0    0          0            20           WR         SHAFT     RACCOON                             Na                   Na   Na    Na
196206061700  1962-06-06  170000.12         62046   USA      NTS           DOE     37.045669   -116.040155   4.4   0    0.3        0            20           WR         SHAFT     PACKRAT                             Na                   Na   Na    Na
196206081702  1962-06-08  170200.00         62047   USA      CHRISTMAS_IS  DOE     1.380000    -157.195000   0     0    0          782          782          WR         AIRDROP   ALMA                                Na                   Na   Na    Na
196206091537  1962-06-09  153700.00         62048   USA      CHRISTMAS_IS  DOE     1.490000    -157.327000   0     0    0          210          210          WR         AIRDROP   TRUCKEE                             Na                   Na   Na    Na
196206101601  1962-06-10  160100.00         62049   USA      CHRISTMAS_IS  DOE     1.380000    -157.195000   0     0    0          3000         3000         WR         AIRDROP   YESO                                Na                   Na   Na    Na
196206121537  1962-06-12  153700.00         62050   USA      CHRISTMAS_IS  DOE     1.470000    -157.195000   0     0    0          1200         1200         WR         AIRDROP   HARLEM                              Na                   Na   Na    Na
196206132100  1962-06-13  210000.12         62051   USA      NTS           DOE     37.222177   -116.163010   0     0    0          2.9          2.9          WR         TUNNEL    DES_MOINES                          F                    Na   Na    Na
196206151600  1962-06-15  160000.00         62052   USA      CHRISTMAS_IS  DOE     1.470000    -157.195000   0     0    0          800          800          WR         AIRDROP   RINCONADA                           Na                   Na   Na    Na
196206171600  1962-06-17  160000.00         62053   USA      CHRISTMAS_IS  DOE     1.490000    -157.327000   0     0    0          52           52           WR         AIRDROP   DULCE                               Na                   Na   Na    Na
196206191501  1962-06-19  150100.00         62054   USA      CHRISTMAS_IS  DOE     1.470000    -157.320000   0     0    0          2.2          2.2          WR         AIRDROP   PETIT                               Na                   Na   Na    Na
196206211700  1962-06-21  170000.13         62055   USA      NTS           DOE     37.043017   -116.031123   0     0    0          0            20           WR         SHAFT     DAMAN_I                             Na                   Na   Na    Na
196206221600  1962-06-22  160000.00         62056   USA      CHRISTMAS_IS  DOE     1.550000    -157.350000   0     0    0          81.5         81.5         WR         AIRDROP   OTOWI                               Na                   Na   Na    Na
196206271519  1962-06-27  151900.00         62057   USA      CHRISTMAS_IS  DOE     1.230000    -157.220000   0     0    0          7650         7650         WR         AIRDROP   BIGHORN                             Na                   Na   Na    Na
196206271800  1962-06-27  180000.12         62058   USA      NTS           DOE     37.041549   -116.036114   4.9   0    0.45       67           67           WR         SHAFT     HAYMAKER                            Na                   Na   Na    Na
196206281700  1962-06-28  170000.11         62059   USA      NTS           DOE     37.009057   -116.201913   0     0    0          0            20           WE         TUNNEL    MARSHMALLOW                         Na                   Na   Na    Na
196206301521  1962-06-30  152100.00         62060   USA      CHRISTMAS_IS  DOE     1.380000    -157.195000   0     0    0          1270         1270         WR         AIRDROP   BLUESTONE                           Na                   Na   Na    Na
196206302130  1962-06-30  213000.16         62061   USA      NTS           DOE     37.117366   -116.048287   4.1   0    0.15       0            20           WR         SHAFT     SACRAMENTO                          Na                   Na   Na    Na
196207061700  1962-07-06  170000.15         62062   USA      NTS           UGS     37.176960   -116.046256   0     0    0          104          104          PNEPLO     CRATER    SEDAN                               F                    Na   Na    Na
196207071700  1962-07-07  170000.00         62063   USA      NTS           DOE     37.119142   -116.303697   0     0    0          0            20           WE         SURFACE   LITTLEFELLER_II                     Na                   Na   Na    Na
196207090900  1962-07-09  090000.00         62064   USA      JOHNSTON_IS   DOE     16.468422   -169.630075   0     0    -400       1400         1400         WE         ROCKET    STARFISH_PRIME                      Na                   Na   Na    Na
196207101633  1962-07-10  163300.00         62065   USA      CHRISTMAS_IS  DOE     1.520000    -157.280000   0     0    0          1000         1000         WR         AIRDROP   SUNSET                              Na                   Na   Na    Na
196207111537  1962-07-11  153700.00         62066   USA      CHRISTMAS_IS  DOE     1.230000    -157.180000   0     0    0          3880         3880         WR         AIRDROP   PAMLICO                             Na                   Na   Na    Na
196207111645  1962-07-11  164500.09         62067   USA      NTS           DOE     37.122150   -116.333947   0     0    0          0.5          0.5          WE         CRATER    JOHNNIE_BOY                         F                    Na   Na    Na
196207131600  1962-07-13  160000.15         62068   USA      NTS           UGS     37.055018   -116.034262   0     0    0          20           200          WR         SHAFT     MERRIMAC                            Na                   Na   Na    Na
196207141830  1962-07-14  183000.00         62069   USA      NTS           UGS     36.802465   -115.925910   0     0    0          0            20           WE         TOWER     SMALLBOY                            F                    Na   Na    Na
196207171700  1962-07-17  170000.00         62070   USA      NTS           DOE     37.109551   -116.318154   0     0    0          0            20           WE         SURFACE   LITTLEFELLER_I                      F                    Na   Na    Na
196207272100  1962-07-27  210000.16         62071   USA      NTS           UGS     37.129666   -116.057353   0     0    0          0            20           WR         SHAFT     WICHITA                             Na                   Na   Na    Na
196208010000  1962-08-01  000000.0          62072   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          2.4          2.4          WR         ATMOSPH   unkn                                Na                   Na   Na    Na
196208030000  1962-08-03  000000.0          62073   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          1.6          1.6          WR         ATMOSPH   unkn                                Na                   fsu  Na    Na
196208040000  1962-08-04  000000.0          62074   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          3.8          3.8          WR         ATMOSPH   unkn                                Na                   fsu  Na    Na
196208050908  1962-08-05  090845.8          62075   USSR     NZ_RUSS       UGS     74.2        52.5          0     0    0          21100        21100        WR         ATMOSPH   unkn                                Na                   fsu  Na    Na
196208070930  1962-08-07  093000.0          62076   USSR     SEMI_KAZAKH   DOE     50          78            0     0    0          9.9          9.9          WR         SURFACE   unkn                                Na                   fsu  Na    Na
196208100900  1962-08-10  090000.0          62077   USSR     NZ_RUSS       DOE     73          55            0     0    0          150          1500         WR         ATMOSPH   unkn                                Na                   Na   Na    Na
196208180000  1962-08-18  000000.0          62078   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          7.4          7.4          WR         ATMOSPH   unkn                                Na                   fsu  Na    Na
196208180001  1962-08-18  000000.0          62079   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          5.8          5.8          WR         ATMOSPH   unkn                                Na                   fsu  Na    Na
196208200902  1962-08-20  090214.1          62080   USSR     NZ_RUSS       UGS     74.3        51.5          0     0    0          2800         2800         WR         ATMOSPH   unkn                                Na                   fsu  Na    Na
196208210000  1962-08-21  000000.0          62081   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          20           150          WR         ATMOSPH   unkn                                Na                   fsu  Na    Na
196208220000  1962-08-22  000000.0          62083   USSR     NZ_RUSS       MTM     73          55            0     0    0          6            6            WR         WATER     unkn                                Na                   fsu  Na    Na
196208220001  1962-08-22  000000.0          62084   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          3            3            WR         ATMOSPH   unkn                                Na                   Na   Na    Na
196208220900  1962-08-22  090004.2          62082   USSR     NZ_RUSS       UGS     74          53.3          0     0    0          1600         1600         WR         ATMOSPH   unkn                                Na                   Na   Na    Na
196208230000  1962-08-23  000000.0          62085   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          2.5          2.5          WR         ATMOSPH   unkn                                Na                   fsu  Na    Na
196208241500  1962-08-24  150000.15         62086   USA      NTS           UGS     37.118588   -116.040353   0     0    0          0            20           WR         SHAFT     YORK                                Na                   Na   Na    Na
196208241700  1962-08-24  170000.13         62087   USA      NTS           UGS     37.046097   -116.024707   0     0    0          0            20           WR         SHAFT     BOBAC                               Na                   Na   Na    Na
196208250540  1962-08-25  054000.0          62088   USSR     SEMI_KAZAKH   DOE     50          78            0     0    0          0.001        20           WR         ATMOSPH   unkn                                Na                   fsu  Na    Na
196208250900  1962-08-25  090000.0          62089   USSR     NZ_RUSS       DOE     73          55            0     0    0          1500         10000        WR         ATMOSPH   unkn                                Na                   fsu  Na    Na
196208270000  1962-08-27  000000.0          62091   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          11           11           WR         ATMOSPH   unkn                                Na                   fsu  Na    Na
196208270900  1962-08-27  090050.9          62090   USSR     NZ_RUSS       UGS     74.7        50.3          0     0    0          4200         4200         WR         ATMOSPH   unkn                                Na                   fsu  Na    Na
196208310000  1962-08-31  000000.0          62092   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          2.7          2.7          FMS        ATMOSPH   unkn                                Na                   fsu  Na    Na
196209021240  1962-09-02  124000.0          62093   USSR     NZ_RUSS       DOE     73          55            0     0    0          80           80           WR         ATMOSPH   unkn                                Na                   Na   Na    Na
196209061700  1962-09-06  170000.20         62094   USA      NTS           DOE     37.130265   -116.045605   0     0    0          0            20           WR         SHAFT     RARITAN                             Na                   Na   Na    Na
196209081017  1962-09-08  101757.7          62095   USSR     NZ_RUSS       UGS     73.7        53.8          0     0    0          1900         1900         WR         ATMOSPH   unkn                                Na                   Na   Na    Na
196209141710  1962-09-14  171000.12         62096   USA      NTS           DOE     37.043888   -116.021981   0     0    0          0            20           WR         SHAFT     HYRAX                               Na                   Na   Na    Na
196209150802  1962-09-15  080213.9          62097   USSR     NZ_RUSS       UGS     74.4        51.5          0     0    0          3100         3100         WR         ATMOSPH   unkn                                Na                   fsu  Na    Na
196209161059  1962-09-16  105910.5          62098   USSR     NZ_RUSS       UGS     74.2        51.6          0     0    0          3250         3250         WR         ATMOSPH   unkn                                Na                   fsu  Na    Na
196209180829  1962-09-18  082902.7          62099   USSR     NZ_RUSS       UGS     73.2        54.7          0     0    0          1350         1350         WR         ATMOSPH   unkn                                Na                   fsu  Na    Na
196209191100  1962-09-19  110056.4          62100   USSR     NZ_RUSS       UGS     73.8        53.8          0     0    0          1500         10000        WR         ATMOSPH   unkn                                Na                   fsu  Na    Na
196209201700  1962-09-20  170000.12         62101   USA      NTS           DOE     37.054996   -116.030153   0     0    0          0            20           WR         SHAFT     PEBA                                Na                   Na   Na    Na
196209210801  1962-09-21  080100.0          62102   USSR     NZ_RUSS       DOE     73          55            0     0    0          2400         2400         WR         ATMOSPH   unkn                                Na                   fsu  Na    Na
196209220000  1962-09-22  000000.0          62103   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          0.21         0.21         SAM        SURFACE   unkn                                Na                   Na   Na    Na
196209240000  1962-09-24  000000.0          62104   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          1.2          1.2          WR         ATMOSPH   unkn                                Na                   Na   Na    Na
196209250000  1962-09-25  000000.0          62105   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          7            7            WR         SURFACE   unkn                                Na                   fsu  Na    Na
196209251302  1962-09-25  130231.7          62106   USSR     NZ_RUSS       UGS     73.7        55            0     0    0          19100        19100        WR         ATMOSPH   unkn                                Na                   fsu  Na    Na
196209270803  1962-09-27  080316.4          62107   USSR     NZ_RUSS       UGS     74.3        52.4          0     0    0          10000        50000        WR         ATMOSPH   unkn                                Na                   fsu  Na    Na
196209280000  1962-09-28  000000.0          62108   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          1.3          1.3          FMS        ATMOSPH   unkn                                Na                   fsu  Na    Na
196209291700  1962-09-29  170000.15         62109   USA      NTS           DOE     37.116630   -116.033647   0     0    0          0            20           WR         SHAFT     ALLEGHENY                           Na                   Na   Na    Na
196210021618  1962-10-02  161800.00         62110   USA      JOHNSTON_IS   DOE     13.830000   -172.083000   0     0    0          75           75           WR         AIRDROP   ANDROSCOGGIN                        Na                   Na   Na    Na
196210051700  1962-10-05  170000.16         62111   USA      NTS           DOE     37.139355   -116.051195   0     0    0          115          115          WR         SHAFT     MISSISSIPPI                         Na                   Na   Na    Na
196210061603  1962-10-06  160300.00         62112   USA      JOHNSTON_IS   DOE     14.670000   -168.250000   0     0    0          11.3         11.3         WR         AIRDROP   BUMPING                             Na                   Na   Na    Na
196210071632  1962-10-07  163200.0          62113   USSR     NZ_RUSS       DOE     73          55            0     0    0          320          320          WR         ATMOSPH   unkn                                Na                   Na   Na    Na
196210090000  1962-10-09  000000.0          62114   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          8            8            WR         ATMOSPH   unkn                                Na                   fsu  Na    Na
196210090001  1962-10-09  000000.0          62115   USSR     NZ_RUSS       MTM     73          55            0     0    0          15           15           WR         ATMOSPH   unkn                                Na                   Na   Na    Na
196210100000  1962-10-10  000000.0          62116   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          9.2          9.2          WR         ATMOSPH   unkn                                Na                   fsu  Na    Na
196210121500  1962-10-12  150000.16         62117   USA      NTS           DOE     37.122688   -116.051680   0     0    0          0            20           WR         SHAFT     ROANOKE                             Na                   Na   Na    Na
196210121700  1962-10-12  170000.12         62118   USA      NTS           DOE     37.048734   -116.033427   0     0    0          0            20           WR         SHAFT     WOLVERINE                           Na                   Na   Na    Na
196210130000  1962-10-13  000000.0          62119   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          4.9          4.9          WR         ATMOSPH   unkn                                Na                   Na   Na    Na
196210140000  1962-10-14  000000.0          62120   USSR     SEMI_KAZAKH   DOE     50          78            0     0    0          0.001        20           WR         ATMOSPH   unkn                                Na                   Na   Na    Na
196210181500  1962-10-18  150000.15         62122   USA      NTS           DOE     37.128502   -116.041116   0     0    0          0            20           WR         SHAFT     TIOGA                               Na                   Na   Na    Na
196210181601  1962-10-18  160100.00         62121   USA      JOHNSTON_IS   DOE     14.670000   -168.750000   0     0    0          1590         1590         WR         AIRDROP   CHAMA                               Na                   Na   Na    Na
196210191800  1962-10-19  180000.08         62123   USA      NTS           DOE     37.039493   -116.022015   0     0    0          12.5         12.5         WR         SHAFT     BANDICOOT                           F                    Na   Na    Na
196210200000  1962-10-20  000000.0          62124   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          6.7          6.7          WR         ATMOSPH   unkn                                Na                   fsu  Na    Na
196210200830  1962-10-20  083000.00         62125   USA      JOHNSTON_IS   DOE     16.072381   -169.609986   0     0    0          0            20           WE         ROCKET    CHECKMATE                           Na                   Na   Na    Na
196210220341  1962-10-22  034100.0          62126   USSR     MTR_RUSS      DOE     48          46            0     0    0          300          300          WE         SPACE     unkn                                Na                   Na   Na    Na
196210220906  1962-10-22  090610.1          62127   USSR     NZ_RUSS       UGS     73.4        54.9          0     0    0          8200         8200         WR         ATMOSPH   unkn                                Na                   fsu  Na    Na
196210260959  1962-10-26  095900.00         62128   USA      JOHNSTON_IS   DOE     16.468422   -169.630075   0     0    0          200          1000         WE         ROCKET    BLUEGILL_3_PRIME                    Na                   Na   Na    Na
196210270735  1962-10-27  073500.0          62129   USSR     NZ_RUSS       DOE     73          55            0     0    0          260          260          WR         ATMOSPH   unkn                                Na                   Na   Na    Na
196210271500  1962-10-27  150000.15         62130   USA      NTS           DOE     37.149260   -116.054375   0     0    0          0            20           WR         SHAFT     SANTEE                              Na                   Na   Na    Na
196210271546  1962-10-27  154600.00         62131   USA      JOHNSTON_IS   DOE     14.700000   -168.417000   0     0    0          800          800          WR         AIRDROP   CALAMITY                            Na                   Na   Na    Na
196210280000  1962-10-28  000000.0          62132   USSR     SEMI_KAZAKH   DOE     50          78            0     0    0          7.8          7.8          WR         ATMOSPH   unkn                                Na                   fsu  Na    Na
196210280001  1962-10-28  000000.0          62134   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          7.8          7.8          WR         ATMOSPH   unkn                                Na                   fsu  Na    Na
196210280441  1962-10-28  044100.0          62133   USSR     MTR_RUSS      DOE     48          46            0     0    0          300          300          WE         SPACE     unkn                                Na                   Na   Na    Na
196210290735  1962-10-29  073500.0          62135   USSR     NZ_RUSS       DOE     73          55            0     0    0          360          360          WR         ATMOSPH   unkn                                Na                   Na   Na    Na
196210300000  1962-10-30  000000.0          62136   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          1.2          1.2          WR         SURFACE   unkn                                Na                   fsu  Na    Na
196210300001  1962-10-30  000000.0          62137   USSR     NZ_RUSS       DOE     73          55            0     0    0          280          280          WR         ATMOSPH   unkn                                Na                   Na   Na    Na
196210301601  1962-10-30  160100.00         62138   USA      JOHNSTON_IS   DOE     13.613333   -172.216667   0     0    0          8300         8300         WR         AIRDROP   HOUSATONIC                          Na                   Na   Na    Na
196210310000  1962-10-31  000000.0          62139   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          10           10           WR         ATMOSPH   unkn                                Na                   fsu  Na    Na
196211010000  1962-11-01  000000.0          62140   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          3            3            WR         ATMOSPH   unkn                                Na                   fsu  Na    Na
196211010630  1962-11-01  063000.0          62141   USSR     NZ_RUSS       DOE     73          55            0     0    0          240          240          WR         ATMOSPH   unkn                                Na                   Na   Na    Na
196211010920  1962-11-01  092000.0          62142   USSR     MTR_RUSS      DOE     48          46            0     0    0          300          300          WE         ATMOSPH   unkn                                Na                   Na   Na    Na
196211011210  1962-11-01  121000.00         62143   USA      JOHNSTON_IS   DOE     16.113503   -169.680561   0     0    0          200          1000         WE         ROCKET    KINGFISH                            Na                   Na   Na    Na
196211030000  1962-11-03  000000.0          62145   USSR     NZ_RUSS       DOE     73          55            0     0    0          45           45           WR         ATMOSPH   unkn                                Na                   Na   Na    Na
196211030000  1962-11-03  000000.0          62146   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          4.7          4.7          WR         ATMOSPH   unkn                                Na                   Na   Na    Na
196211030831  1962-11-03  083100.0          62144   USSR     NZ_RUSS       DOE     73          55            0     0    0          390          390          WR         ATMOSPH   unkn                                Na                   fsu  Na    Na
196211040000  1962-11-04  000000.0          62147   USSR     SEMI_KAZAKH   DOE     50          78            0     0    0          8.4          8.4          WR         ATMOSPH   unkn                                Na                   Na   Na    Na
196211040730  1962-11-04  073000.00         62148   USA      JOHNSTON_IS   DOE     16.707419   -169.542406   0     0    0          0            20           WE         ROCKET    TIGHTROPE                           Na                   Na   Na    Na
196211050000  1962-11-05  000000.0          62149   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          0.4          0.4          WE         SURFACE   unkn                                Na                   Na   Na    Na
196211091800  1962-11-09  180000.16         62150   USA      NTS           DOE     37.163767   -116.074164   0     0    0          0            20           WR         SHAFT     ST.LAWRENCE                         Na                   Na   Na    Na
196211110000  1962-11-11  000000.0          62151   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          0.1          0.1          WR         SURFACE   unkn                                Na                   Na   Na    Na
196211130000  1962-11-13  000000.0          62152   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          0            0.001        WR         SURFACE   unkn                                Na                   Na   Na    Na
196211140000  1962-11-14  000000.0          62153   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          12           12           WR         ATMOSPH   unkn                                Na                   fsu  Na    Na
196211151630  1962-11-15  163000.08         62154   USA      NTS           DOE     37.041705   -116.024740   0     0    0          0            20           WR         SHAFT     GUNDI                               Na                   Na   Na    Na
196211170000  1962-11-17  000000.0          62155   USSR     SEMI_KAZAKH   DOE     50          78            0     0    0          18           18           WR         ATMOSPH   unkn                                Na                   fsu  Na    Na
196211240000  1962-11-24  000000.0          62156   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          0            0.001        SAM        SURFACE   unkn                                Na                   Na   Na    Na
196211260000  1962-11-26  000000.0          62157   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          0.031        0.031        SAM        SURFACE   unkn                                Na                   Na   Na    Na
196211271800  1962-11-27  180000.14         62158   USA      NTS           DOE     37.122762   -116.029888   0     0    0          0            20           PNEPLO     SHAFT     ANACOSTIA                           Na                   Na   Na    Na
196212010000  1962-12-01  000000.0          62159   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          2.4          2.4          WR         ATMOSPH   unkn                                Na                   Na   Na    Na
196212041600  1962-12-04  160000.15         62160   USA      NTS           DOE     37.128037   -116.050875   0     0    0          0            20           WR         SHAFT     TAUNTON                             Na                   Na   Na    Na
