@evid          Date(GMT)   Origin_Time(GMT)  ID_No.  Country  Region        Source  Lat         Long          mb    Ms   Depth(km)  Yield_lower  Yield_upper  Purpose    Type      Name                                Footnote_Available?  fsu  llnl  lasa
194507161229  1945-07-16  122900.00         45001   USA      ALAMOGORDO    DOE     33.677280   -106.475378   0     0    -0.1       21           21           WR         TOWER     TRINITY                             Na                   Na   Na    Na
194606302200  1946-06-30  220000.00         46001   USA      BIKINI        DOE     11.590000   165.516700    0     0    -0.2       21           21           WE         AIRDROP   ABLE(Operation_Crossroads)          Na                   Na   Na    Na
194607242135  1946-07-24  213500.00         46002   USA      BIKINI        DOE     11.589200   165.518200    0     0    0.03       21           21           WE         UW        BAKER(Operation_Crossroads)         Na                   Na   Na    Na
194804141817  1948-04-14  181700.00         48001   USA      ENEWETAK      DOE     11.665300   162.234000    0     0    -0.08      37           37           WR         TOWER     X-RAY                               Na                   Na   Na    Na
194804301809  1948-04-30  180900.00         48002   USA      ENEWETAK      DOE     11.619410   162.313825    0     0    -0.08      49           49           WR         TOWER     YOKE                                Na                   Na   Na    Na
194805151804  1948-05-14  180400.00         48003   USA      ENEWETAK      DOE     11.551450   162.348100    0     0    -0.08      18           18           WR         TOWER     ZEBRA                               Na                   Na   Na    Na
194908290120  1949-08-29  012000.0          49001   USSR     SEMI_KAZAKH   DOE     48          76            0     0    0          22           22           WR         SURFACE   unkn                                Na                   Na   Na    Na
195101271345  1951-01-27  134500.00         51001   USA      NTS           DOE     36.805100   -115.950200   0     0    -0.35      1            1            WR         AIRDROP   ABLE(Operation_Ranger)              Na                   Na   Na    Na
195101281352  1951-01-28  135200.00         51002   USA      NTS           DOE     36.805100   -115.950200   0     0    -0.35      8            8            WR         AIRDROP   BAKER(Operation_Ranger)             Na                   Na   Na    Na
195102011347  1951-02-01  134700.00         51003   USA      NTS           DOE     36.805100   -115.950200   0     0    -0.35      1            1            WR         AIRDROP   EASY(Operation_Ranger)              Na                   Na   Na    Na
195102021349  1951-02-02  134900.00         51004   USA      NTS           DOE     36.805100   -115.950200   0     0    -0.4       8            8            WR         AIRDROP   BAKER2                              Na                   Na   Na    Na
195102061347  1951-02-06  134700.00         51005   USA      NTS           DOE     36.805100   -115.950200   0     0    -0.5       22           22           WR         AIRDROP   FOX(Operation_Ranger)               Na                   Na   Na    Na
195104071834  1951-04-07  183400.00         51006   USA      ENEWETAK      DOE     11.551866   162.347893    0     0    -0.1       81           81           WR         TOWER     DOG(Operation_Greenhouse)           Na                   Na   Na    Na
195104201827  1951-04-20  182700.00         51007   USA      ENEWETAK      DOE     11.665400   162.233800    0     0    -0.1       47           47           WR         TOWER     EASY(Operation_Greenhouse)          Na                   Na   Na    Na
195105082130  1951-05-08  213000.00         51008   USA      ENEWETAK      DOE     11.624300   162.303900    0     0    -0.07      225          225          WR         TOWER     GEORGE(Operation_Greenhouse)        F                    Na   Na    Na
195105241817  1951-05-24  181700.00         51009   USA      ENEWETAK      DOE     11.669300   162.241500    0     0    -0.07      45.5         45.5         WR         TOWER     ITEM                                Na                   Na   Na    Na
195109240000  1951-09-24  000000.0          51010   USSR     SEMI_KAZAKH   DOE     48          76            0     0    0          38           38           WR         SURFACE   unkn                                Na                   Na   Na    Na
195110180000  1951-10-18  000000.0          51011   USSR     SEMI_KAZAKH   DOE     48          76            0     0    0          42           42           WR         AIRDROP   unkn                                Na                   Na   Na    Na
195110221400  1951-10-22  140000.00         51012   USA      NTS           DOE     37.083250   -116.024700   0     0    -0.03      0            0.1          WR         TOWER     ABLE(Operation_Buster)              Na                   Na   Na    Na
195110281520  1951-10-28  152000.00         51013   USA      NTS           DOE     37.084950   -116.021125   0     0    -0.4       3.5          3.5          WR         AIRDROP   BAKER(Operation_Buster)             Na                   Na   Na    Na
195110301500  1951-10-30  150000.00         51014   USA      NTS           DOE     37.084950   -116.021250   0     0    -0.4       14           14           WR         AIRDROP   CHARLIE(Operation_Buster)           Na                   Na   Na    Na
195111011530  1951-11-01  153000.00         51015   USA      NTS           DOE     37.084550   -116.020850   0     0    -0.5       21           21           WR         AIRDROP   DOG(Operation_Buster)               Na                   Na   Na    Na
195111051630  1951-11-05  163000.00         51016   USA      NTS           DOE     37.091900   -116.025300   0     0    -0.45      31           31           WR         AIRDROP   EASY(Operation_Buster)              Na                   Na   Na    Na
195111191700  1951-11-19  170000.00         51017   USA      NTS           DOE     37.131467   -116.039417   0     0    -0.001     1.2          1.2          WE         SURFACE   SUGAR                               Na                   Na   Na    Na
195111292000  1951-11-29  200000.00         51018   USA      NTS           DOE     37.169792   -116.043312   0     0    0.01       1.2          1.2          WE         CRATER    UNCLE                               Na                   Na   Na    Na
195204011700  1952-04-01  170000.00         52001   USA      NTS           DOE     36.797966   -115.936418   0     0    -0.25      1            1            WE         AIRDROP   ABLE(Operation_Tumbler-Snapper)     Na                   Na   Na    Na
195204151730  1952-04-15  173000.00         52002   USA      NTS           DOE     37.084120   -116.020306   0     0    -0.35      1            1            WE         AIRDROP   BAKER(Operation_Tumbler-Snapper)    Na                   Na   Na    Na
195204221730  1952-04-22  173000.00         52003   USA      NTS           DOE     37.084400   -116.021143   0     0    -1.15      31           31           WR         AIRDROP   CHARLIE(Operation_Tumbler-Snapper)  Na                   Na   Na    Na
195205011630  1952-05-01  163000.00         52004   USA      NTS           DOE     37.084120   -116.021140   0     0    -0.35      19           19           WR         AIRDROP   DOG(Operation_Tumbler-Snapper)      Na                   Na   Na    Na
195205071215  1952-05-07  121500.00         52005   USA      NTS           DOE     37.053040   -116.103504   0     0    -0.1       12           12           WR         TOWER     EASY(Operation_Tumbler-Snapper)     Na                   Na   Na    Na
195205251200  1952-05-25  120000.00         52006   USA      NTS           DOE     37.095488   -116.103616   0     0    -0.1       11           11           WR         TOWER     FOX(Operation_Tumbler-Snapper)      Na                   Na   Na    Na
195206011155  1952-06-01  115500.00         52007   USA      NTS           DOE     37.095488   -116.103616   0     0    -0.1       15           15           WR         TOWER     GEORGE(Operation_Tumbler-Snapper)   Na                   Na   Na    Na
195206051155  1952-06-05  115500.00         52008   USA      NTS           DOE     37.138372   -116.118258   0     0    -0.1       14           14           WR         TOWER     HOW                                 Na                   Na   Na    Na
195210030800  1952-10-03  080000.0          52009   UK       MONTEB_AUSTR  DOE     -20.4       115.57        0     0    -0.001     25           25           WE         SHIP      HURRICANE                           Na                   Na   Na    Na
195210311915  1952-10-31  191500.00         52010   USA      ENEWETAK      DOE     11.667000   162.189900    0     0    -0.001     10400        10400        WR         SURFACE   MIKE                                Na                   Na   Na    Na
195211152330  1952-11-15  233000.00         52011   USA      ENEWETAK      DOE     11.558800   162.345400    0     0    -0.5       500          500          WR         AIRDROP   KING                                Na                   Na   Na    Na
195303171320  1953-03-17  132000.00         53001   USA      NTS           DOE     37.095488   -116.103616   0     0    -0.1       16           16           WR         TOWER     ANNIE                               Na                   Na   Na    Na
195303241310  1953-03-24  131000.00         53002   USA      NTS           DOE     37.095488   -116.103616   0     0    -0.1       24           24           WR         TOWER     NANCY                               Na                   Na   Na    Na
195303311300  1953-03-31  130000.00         53003   USA      NTS           DOE     37.085291   -116.022137   0     0    -0.1       0.2          0.2          WR         TOWER     RUTH                                Na                   Na   Na    Na
195304061530  1953-04-06  153000.00         53004   USA      NTS           DOE     37.084604   -116.020654   0     0    -2         11           11           WR         AIRDROP   DIXIE                               Na                   Na   Na    Na
195304111245  1953-04-11  124500.00         53005   USA      NTS           DOE     37.098891   -116.093345   0     0    -0.03      0.2          0.2          WR         TOWER     RAY                                 Na                   Na   Na    Na
195304181235  1953-04-18  123500.00         53006   USA      NTS           DOE     37.138372   -116.118258   0     0    -0.1       23           23           WR         TOWER     BADGER                              Na                   Na   Na    Na
195304251230  1953-04-25  123000.00         53007   USA      NTS           DOE     37.053040   -116.103504   0     0    -0.1       43           43           WR         TOWER     SIMON                               Na                   Na   Na    Na
195305081530  1953-05-08  153000.00         53008   USA      NTS           DOE     36.797923   -115.929776   0     0    -0.8       27           27           WE         AIRDROP   ENCORE                              Na                   Na   Na    Na
195305191205  1953-05-19  120500.00         53009   USA      NTS           DOE     37.040342   -116.026241   0     0    -0.1       32           32           WR         TOWER     HARRY                               Na                   Na   Na    Na
195305251530  1953-05-25  153000.00         53010   USA      NTS           DOE     36.797923   -115.929776   0     0    -0.2       15           15           WR         ATMOSPH   GRABLE                              Na                   Na   Na    Na
195306041115  1953-06-04  111500.00         53011   USA      NTS           DOE     37.087549   -116.019208   0     0    -0.4       61           61           WR         AIRDROP   CLIMAX                              Na                   Na   Na    Na
195308120000  1953-08-12  000000.0          53012   USSR     SEMI_KAZAKH   DOE     50          78            0     0    0          400          400          WR         SURFACE   unkn                                F                    Na   Na    Na
195308230000  1953-08-23  000000.0          53013   USSR     SEMI_KAZAKH   DOE     50          78            0     0    0          28           28           WR         ATMOSPH   unkn                                Na                   Na   Na    Na
195309030000  1953-09-03  000000.0          53014   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          5.8          5.8          WR         ATMOSPH   unkn                                Na                   Na   Na    Na
195309080000  1953-09-08  000000.0          53015   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          1.6          1.6          WR         ATMOSPH   unkn                                Na                   Na   Na    Na
195309100000  1953-09-10  000000.0          53016   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          4.9          4.9          WR         ATMOSPH   unkn                                Na                   Na   Na    Na
195310142230  1953-10-14  223000.0          53017   UK       EMU_AUSTR     DOE     -28.7       132.35        0     0    0          10           10           WR         TOWER     TOTEM:1                             F                    Na   Na    Na
195310262230  1953-10-26  223000.0          53018   UK       EMU_AUSTR     DOE     -28.7       132.35        0     0    0          8            8            WR         TOWER     TOTEM:2                             Na                   Na   Na    Na
195402281845  1954-02-28  184500.00         54001   USA      BIKINI        DOE     11.697130   165.274200    0     0    -0.001     15000        15000        WR         SURFACE   BRAVO                               Na                   Na   Na    Na
195403261830  1954-03-26  183000.00         54002   USA      BIKINI        DOE     11.697130   165.274200    0     0    -0.001     11000        11000        WR         BARGE     ROMEO                               Na                   Na   Na    Na
195404061820  1954-04-06  182000.00         54003   USA      BIKINI        DOE     11.503166   165.369450    0     0    -0.001     110          110          WR         SURFACE   KOON                                Na                   Na   Na    Na
195404251805  1954-04-25  180500.00         54004   USA      BIKINI        DOE     11.679000   165.391500    0     0    -0.001     6900         6900         WR         BARGE     UNION                               Na                   Na   Na    Na
195405041810  1954-05-04  181000.00         54005   USA      BIKINI        DOE     11.679000   165.391500    0     0    -0.001     13500        13500        WR         BARGE     YANKEE                              Na                   Na   Na    Na
195405131820  1954-05-13  182000.00         54006   USA      ENEWETAK      DOE     11.666600   162.190000    0     0    -0.001     1690         1690         WR         BARGE     NECTAR                              Na                   Na   Na    Na
195409140536  1954-09-14  053600.0          54007   USSR     ORENBG_RUSS   DOE     52          55            0     0    0          40           40           ME         ATMOSPH   unkn                                Na                   Na   Na    Na
195409290000  1954-09-29  000000.0          54008   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          0.2          0.2          WR         ATMOSPH   unkn                                Na                   Na   Na    Na
195410010000  1954-10-01  000000.0          54009   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          0.03         0.03         WR         ATMOSPH   unkn                                Na                   Na   Na    Na
195410030000  1954-10-03  000000.0          54010   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          2            2            WR         ATMOSPH   unkn                                Na                   Na   Na    Na
195410050000  1954-10-05  000000.0          54011   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          4            4            WR         SURFACE   unkn                                Na                   Na   Na    Na
195410080000  1954-10-08  000000.0          54012   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          0.8          0.8          WR         ATMOSPH   unkn                                Na                   Na   Na    Na
195410190000  1954-10-19  000000.0          54013   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          0            0.001        WR         SURFACE   unkn                                Na                   Na   Na    Na
195410230000  1954-10-23  000000.0          54014   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          62           62           WR         ATMOSPH   unkn                                Na                   Na   Na    Na
195410260000  1954-10-26  000000.0          54015   USSR     SEMI_KAZAKH   DOE     50          78            0     0    0          2.8          2.8          WR         ATMOSPH   unkn                                Na                   Na   Na    Na
195410300000  1954-10-30  000000.0          54016   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          10           10           WR         SURFACE   unkn                                Na                   Na   Na    Na
195502182000  1955-02-18  200000.00         55001   USA      NTS           DOE     37.086535   -116.022735   0     0    -0.25      1            1            WE         AIRDROP   WASP                                Na                   Na   Na    Na
195502221345  1955-02-22  134500.00         55002   USA      NTS           DOE     37.095488   -116.103616   0     0    -0.1       2            2            WR         TOWER     MOTH                                Na                   Na   Na    Na
195503011330  1955-03-01  133000.00         55003   USA      NTS           DOE     37.125389   -116.048387   0     0    -0.1       7            7            WR         TOWER     TESLA                               Na                   Na   Na    Na
195503071320  1955-03-07  132000.00         55004   USA      NTS           DOE     37.138372   -116.118258   0     0    -0.2       43           43           WR         TOWER     TURK                                Na                   Na   Na    Na
195503121320  1955-03-12  132000.00         55005   USA      NTS           DOE     37.040342   -116.026241   0     0    -0.1       4            4            WR         TOWER     HORNET                              Na                   Na   Na    Na
195503221305  1955-03-22  130500.00         55006   USA      NTS           DOE     37.094780   -116.024575   0     0    -0.2       8            8            WR         TOWER     BEE                                 Na                   Na   Na    Na
195503232030  1955-03-23  203000.00         55007   USA      NTS           DOE     37.168412   -116.044669   0     0    0.02       1            1            WE         CRATER    ESS                                 Na                   Na   Na    Na
195503291255  1955-03-29  125500.00         55008   USA      NTS           DOE     37.095488   -116.103616   0     0    -0.2       14           14           WR         TOWER     APPLE_1                             Na                   Na   Na    Na
195503291800  1955-03-29  180000.00         55009   USA      NTS           DOE     37.086535   -116.022735   0     0    -0.25      3            3            WR         AIRDROP   WASP_PRIME                          Na                   Na   Na    Na
195504061800  1955-04-06  180000.00         55010   USA      NTS           DOE     37.028664   -116.058714   0     0    -12        3            3            WE         AIRDROP   HA                                  Na                   Na   Na    Na
195504091230  1955-04-09  123000.00         55011   USA      NTS           DOE     37.122090   -116.035276   0     0    -0.1       2            2            WR         TOWER     POST                                Na                   Na   Na    Na
195504151915  1955-04-15  191500.00         55012   USA      NTS           DOE     36.797923   -115.929776   0     0    -0.1       22           22           WE         TOWER     MET                                 Na                   Na   Na    Na
195505051210  1955-05-05  121000.00         55013   USA      NTS           DOE     37.053040   -116.103504   0     0    -0.2       29           29           WR         TOWER     APPLE_2                             Na                   Na   Na    Na
195505141200  1955-05-15  120000.00         55015   USA      NTS           DOE     37.094780   -116.024575   0     0    -0.2       28           28           WR         TOWER     ZUCCHINI                            Na                   Na   Na    Na
195505142000  1955-05-14  200000.00         55014   USA      OFFUSWCOAST   DOE     28.733340   -126.266743   0     0    0          30           30           WE         UW        WIGWAM                              Na                   Na   Na    Na
195507290000  1955-07-29  000000.0          55016   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          1.3          1.3          WR         SURFACE   unkn                                Na                   Na   Na    Na
195508020000  1955-08-02  000000.0          55017   USSR     SEMI_KAZAKH   DOE     50          78            0     0    0          12           12           WR         SURFACE   unkn                                Na                   Na   Na    Na
195508050000  1955-08-05  000000.0          55018   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          1.2          1.2          WR         SURFACE   unkn                                Na                   Na   Na    Na
195509210000  1955-09-21  000000.0          55019   USSR     NZ_RUSS       DOE     73          55            0     0    0          3.5          3.5          WE         UW        unkn                                Na                   Na   Na    Na
195511012210  1955-11-01  221000.00         55022   USA      NTS           DOE     36.984430   -115.961640   0     0    0          0            0            SE         SURFACE   PROJECT56_1                         Na                   Na   Na    Na
195511032115  1955-11-03  211500.00         55023   USA      NTS           DOE     36.980075   --115.959525  0     0    0          0            0            SE         SURFACE   PROJECT56_2                         Na                   Na   Na    Na
195511051955  1955-11-05  195500.00         55024   USA      NTS           DOE     36.975695   -115.957455   0     0    0          0            0            SE         SURFACE   PROJECT56_3                         Na                   Na   Na    Na
195511060000  1955-11-06  000000.0          55020   USSR     SEMI_KAZAKH   DOE     50          78            0     0    0          250          250          WR         ATMOSPH   unkn                                Na                   Na   Na    Na
195511220000  1955-11-22  000000.0          55021   USSR     SEMI_KAZAKH   DOE     50          78            0     0    0          1600         1600         WR         ATMOSPH   unkn                                Na                   Na   Na    Na
195601182130  1956-01-18  213000.00         56001   USA      NTS           DOE     36.971340   -115.955350   0     0    -0.001     0            20           SE         SURFACE   PROJECT56_4                         Na                   Na   Na    Na
195602020000  1956-02-02  000000.0          56002   USSR     KAZAKH        MTM     46          61            0     0    0          0.3          0.3          WE         SURFACE   unkn                                Na                   Na   Na    Na
195603160000  1956-03-16  000000.0          56003   USSR     SEMI_KAZAKH   DOE     50          78            0     0    0          14           14           WR         SURFACE   unkn                                Na                   Na   Na    Na
195603250000  1956-03-25  000000.0          56004   USSR     SEMI_KAZAKH   DOE     50          78            0     0    0          5.5          5.5          WR         SURFACE   unkn                                Na                   Na   Na    Na
195605041825  1956-05-04  182500.00         56005   USA      ENEWETAK      DOE     11.553878   162.348050    0     0    -0.001     40           40           WR         SURFACE   LACROSSE                            Na                   Na   Na    Na
195605160350  1956-05-16  035000.0          56006   UK       MONTEB_AUSTR  DOE     -20.23      115.55        0     0    0          15           15           WR         TOWER     MOSAIC:G1                           Na                   Na   Na    Na
195605201751  1956-05-20  175100.00         56007   USA      BIKINI        DOE     11.723000   165.306000    0     0    -1.5       3800         3800         WR         AIRDROP   CHEROKEE                            Na                   Na   Na    Na
195605271756  1956-05-27  175600.00         56008   USA      BIKINI        DOE     11.503166   165.370537    0     0    -0.001     3500         3500         WR         SURFACE   ZUNI                                Na                   Na   Na    Na
195605271956  1956-05-27  195600.00         56009   USA      ENEWETAK      DOE     11.618730   162.314125    0     0    0          0.19         0.19         WR         TOWER     YUMA                                Na                   Na   Na    Na
195605301815  1956-05-30  181500.00         56010   USA      ENEWETAK      DOE     11.540100   162.357950    0     0    -0.1       14.9         14.9         WR         TOWER     ERIE                                Na                   Na   Na    Na
195606060055  1956-06-06  005500.00         56011   USA      ENEWETAK      DOE     11.672427   162.210365    0     0    -0.001     13.7         13.7         WR         SURFACE   SEMINOLE                            Na                   Na   Na    Na
195606121826  1956-06-11  182600.00         56012   USA      BIKINI        DOE     11.688500   165.390000    0     0    -0.001     365          365          WR         BARGE     FLATHEAD                            Na                   Na   Na    Na
195606121826  1956-06-11  182600.00         56013   USA      ENEWETAK      DOE     11.547200   162.352050    0     0    -0.1       8            8            WR         TOWER     BLACKFOOT                           Na                   Na   Na    Na
195606132326  1956-06-13  232600.00         56014   USA      ENEWETAK      DOE     11.623857   162.318780    0     0    0          1.49         1.49         WR         TOWER     KICKAPOO                            Na                   Na   Na    Na
195606160114  1956-06-16  011400.00         56015   USA      ENEWETAK      DOE     11.540150   162.356400    0     0    -0.2       1.7          1.7          WR         AIRDROP   OSAGE                               Na                   Na   Na    Na
195606190214  1956-06-19  021400.0          56016   UK       MONTEB_AUSTR  DOE     -20.4       115.53        0     0    0          60           60           WR         TOWER     MOSAIC:G2                           F                    Na   Na    Na
195606212156  1956-06-21  215600.00         56017   USA      ENEWETAK      DOE     11.629300   162.285000    0     0    0          15.2         15.2         WR         TOWER     INCA                                Na                   Na   Na    Na
195606251806  1956-06-25  180600.00         56018   USA      BIKINI        DOE     11.679000   165.391500    0     0    -0.001     1100         1100         WR         BARGE     DAKOTA                              Na                   Na   Na    Na
195607021806  1956-07-02  180600.00         56019   USA      ENEWETAK      DOE     11.627589   162.295691    0     0    0          360          360          WR         TOWER     MOHAWK                              Na                   Na   Na    Na
195607081806  1956-07-08  180600.00         56020   USA      ENEWETAK      DOE     11.670900   162.199600    0     0    -0.001     1850         1850         WR         BARGE     APACHE                              Na                   Na   Na    Na
195607101756  1956-07-10  175600.00         56021   USA      BIKINI        DOE     11.679000   165.391500    0     0    -0.001     4500         4500         WR         BARGE     NAVAJO                              Na                   Na   Na    Na
195607201746  1956-07-20  174600.00         56022   USA      BIKINI        DOE     11.680000   165.341000    0     0    -0.001     5000         5000         WR         BARGE     TEWA                                Na                   Na   Na    Na
195607211816  1956-07-21  181600.00         56023   USA      ENEWETAK      DOE     11.677817   162.204974    0     0    -0.001     250          250          WR         BARGE     HURON                               Na                   Na   Na    Na
195608240000  1956-08-24  000000.0          56024   USSR     SEMI_KAZAKH   DOE     50          78            0     0    0          27           27           WR         SURFACE   unkn                                Na                   Na   Na    Na
195608300000  1956-08-30  000000.0          56025   USSR     SEMI_KAZAKH   DOE     50          78            0     0    0          900          900          WR         ATMOSPH   unkn                                Na                   Na   Na    Na
195609020000  1956-09-02  000000.0          56026   USSR     SEMI_KAZAKH   DOE     50          78            0     0    0          51           51           WR         ATMOSPH   unkn                                Na                   Na   Na    Na
195609100000  1956-09-10  000000.0          56027   USSR     SEMI_KAZAKH   DOE     50          78            0     0    0          38           38           WR         ATMOSPH   unkn                                Na                   Na   Na    Na
195609270730  1956-09-27  073000.0          56028   UK       MARALI_AUSTR  DOE     -30         131           0     0    0          15           15           WR         TOWER     BUFFALO:R1                          Na                   Na   Na    Na
195610040700  1956-10-04  070000.0          56029   UK       MARALI_AUSTR  DOE     -30         131           0     0    -0.001     1.5          1.5          WE         SURFACE   BUFFALO:R2                          Na                   Na   Na    Na
195610110557  1956-10-11  055700.0          56030   UK       MARALI_AUSTR  DOE     -30         131           0     0    0          3            3            WR         AIRDROP   BUFFALO:R3                          Na                   Na   Na    Na
195610221435  1956-10-22  143500.0          56031   UK       MARALI_AUSTR  DOE     -30         131           0     0    0          10           10           WR         TOWER     BUFFALO:R4                          Na                   Na   Na    Na
195611170000  1956-11-17  000000.0          56032   USSR     SEMI_KAZAKH   DOE     50          78            0     0    0          900          900          WR         ATMOSPH   unkn                                Na                   Na   Na    Na
195612140000  1956-12-14  000000.0          56033   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          40           40           WR         ATMOSPH   unkn                                Na                   Na   Na    Na
195701190000  1957-01-19  000000.0          57001   USSR     MTR_RUSS      DOE     48          46            0     0    0          10           10           WE         ATMOSPH   unkn                                Na                   Na   Na    Na
195703080000  1957-03-08  000000.0          57002   USSR     SEMI_KAZAKH   DOE     50          78            0     0    0          19           19           WR         ATMOSPH   unkn                                Na                   Na   Na    Na
195704030000  1957-04-03  000000.0          57003   USSR     SEMI_KAZAKH   DOE     50          78            0     0    0          42           42           WR         ATMOSPH   unkn                                Na                   Na   Na    Na
195704060000  1957-04-06  000000.0          57004   USSR     SEMI_KAZAKH   DOE     50          78            0     0    0          57           57           WR         ATMOSPH   unkn                                Na                   Na   Na    Na
195704100000  1957-04-10  000000.0          57005   USSR     SEMI_KAZAKH   DOE     50          78            0     0    0          680          680          WR         ATMOSPH   unkn                                Na                   Na   Na    Na
195704120000  1957-04-12  000000.0          57006   USSR     SEMI_KAZAKH   DOE     50          78            0     0    0          22           22           WR         ATMOSPH   unkn                                Na                   Na   Na    Na
195704160000  1957-04-16  000000.0          57007   USSR     SEMI_KAZAKH   DOE     50          78            0     0    0          320          320          WR         ATMOSPH   unkn                                Na                   Na   Na    Na
195704241427  1957-04-24  142700.00         57053   USA      NELLIS_NV     DOE     37.319302   -115.906141   0     0    0          0            0            SE         SURFACE   PROJECT57_1                         Na                   Na   Na    Na
195705151937  1957-05-15  193700.0          57008   UK       MALDEN_IS     DOE     -4          -155          0     0    0          300          300          WR         AIRDROP   GRAPPLE:1                           Na                   Na   Na    Na
195705281155  1957-05-28  115500.00         57009   USA      NTS           DOE     37.094825   -116.024500   0     0    -0.2       12           12           WR         TOWER     BOLTZMANN                           Na                   Na   Na    Na
195705310000  1957-05-31  000000.0          57010   UK       MALDEN_IS     DOE     -4          -155          0     0    0          720          720          WR         AIRDROP   GRAPPLE:2                           Na                   Na   Na    Na
195706021155  1957-06-02  115500.00         57011   USA      NTS           DOE     37.095488   -116.103616   0     0    -0.1       0.14         0.14         WR         TOWER     FRANKLIN                            Na                   Na   Na    Na
195706051145  1957-06-05  114500.00         57012   USA      NTS           DOE     37.134742   -116.041648   0     0    -0.2       0.0005       0.0005       WR         BALLOON   LASSEN                              Na                   Na   Na    Na
195706181145  1957-06-18  114500.00         57013   USA      NTS           DOE     37.134742   -116.041648   0     0    -0.2       10           10           WR         BALLOON   WILSON                              Na                   Na   Na    Na
195706191940  1957-06-19  194000.0          57014   UK       MALDEN_IS     DOE     -4          -155          0     0    0          200          200          WR         AIRDROP   GRAPPLE:3                           Na                   Na   Na    Na
195706241330  1957-06-24  133000.00         57015   USA      NTS           DOE     36.797923   -115.929776   0     0    -0.2       37           37           WR         BALLOON   PRISCILLA                           Na                   Na   Na    Na
195707011730  1957-07-01  173000.00         57054   USA      NTS           DOE     37.041200   -116.026880   0     0    0          0            0            SE         SURFACE   COULOMB-A                           Na                   Na   Na    Na
195707051140  1957-07-05  114000.00         57016   USA      NTS           DOE     37.134742   -116.041648   0     0    -0.5       74           74           WR         BALLOON   HOOD                                Na                   Na   Na    Na
195707151130  1957-07-15  113000.00         57017   USA      NTS           DOE     37.150200   -116.109485   0     0    -0.2       17           17           WR         TOWER     DIABLO                              Na                   Na   Na    Na
195707191400  1957-07-19  140000.00         57018   USA      NTS           DOE     37.160350   -116.053805   0     0    -6.8       2            2            WE         ROCKET    JOHN                                Na                   Na   Na    Na
195707241150  1957-07-24  115000.00         57019   USA      NTS           DOE     37.095488   -116.103616   0     0    -0.2       10           10           WR         TOWER     KEPLER                              Na                   Na   Na    Na
195707251330  1957-07-25  133000.00         57020   USA      NTS           DOE     37.134742   -116.041648   0     0    -0.2       9.7          9.7          WR         BALLOON   OWENS                               Na                   Na   Na    Na
195707260800  1957-07-26  080000.00         57021   USA      NTS           DOE     37.051722   -116.034289   0     0    0          0            0            SE         SHAFT     PASCAL-A                            Na                   Na   Na    Na
195708071225  1957-08-07  122500.00         57022   USA      NTS           DOE     37.086540   -116.024805   0     0    -0.5       19           19           WR         BALLOON   STOKES                              Na                   Na   Na    Na
195708100059  1957-08-10  005955.10         57055   USA      NTS           DOE     37.193818   -116.200738   0     0    0          0            0            SE         TUNNEL    SATURN                              Na                   Na   Na    Na
195708181200  1957-08-18  120000.00         57023   USA      NTS           DOE     37.127880   -116.107280   0     0    -0.2       17           17           WR         TOWER     SHASTA                              Na                   Na   Na    Na
195708220000  1957-08-22  000000.0          57024   USSR     SEMI_KAZAKH   DOE     50          78            0     0    0          520          520          WR         ATMOSPH   unkn                                Na                   Na   Na    Na
195708231200  1957-08-23  120000.00         57025   USA      NTS           DOE     37.086540   -116.024805   0     0    -0.5       11           11           WR         BALLOON   DOPPLER                             Na                   Na   Na    Na
195708260000  1957-08-26  000000.0          57026   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          0.1          0.1          SE         ATMOSPH   unkn                                Na                   Na   Na    Na
195708272235  1957-08-27  223500.00         57027   USA      NTS           DOE     37.049000   -116.034810   0     0    0          0            0            SE         SHAFT     PASCAL-B                            Na                   Na   Na    Na
195708301240  1957-08-30  124000.00         57028   USA      NTS           DOE     37.086540   -116.024805   0     0    -0.25      4.7          4.7          WR         BALLOON   FRANKLIN_PRIME                      Na                   Na   Na    Na
195708311230  1957-08-31  123000.00         57029   USA      NTS           DOE     37.187200   -116.068670   0     0    -0.25      44           44           WR         TOWER     SMOKY                               Na                   Na   Na    Na
195709021240  1957-09-02  124000.00         57030   USA      NTS           DOE     37.053040   -116.103504   0     0    -0.2       11           11           WR         TOWER     GALILEO                             Na                   Na   Na    Na
195709061245  1957-09-06  124500.00         57031   USA      NTS           DOE     37.134742   -116.041648   0     0    -0.2       0.2          0.2          WR         BALLOON   WHEELER                             Na                   Na   Na    Na
